Age,Age Group,Age Group Description,Gender,Purchase Frequency,Purchase Categories,Recommendation Purchase Status,Browsing Frequency,Product Search Method,Search Result Exploration,Customer Reviews Importance,Add to Cart Browsing,Cart Completion Frequency,Cart Abandonment Factors,Saveforlater Frequency,Review Left,Review Reliability,Review Helpfulness,Personalized Recommendation Frequency ,Recommendation Helpfulness,Rating Accuracy ,Shopping Satisfaction,Service Appreciation,Improvement Areas
16,< 18,Minors,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,No,Few times a month,Keyword,Multiple pages,Extremely important,Yes,Often,Others,Rarely,Yes,Heavily,Sometimes,Very often,Sometimes,Moderately accurate,Neutral,Wide product selection,Product quality and accuracy
18,18 - 24,Young Adults,Male,Once a week,Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,Categories,First page,Moderately important ,No,Often,Found a better price elsewhere,Sometimes,No,Moderately,No,Sometimes,No,Moderately accurate,Satisfied,Competitive prices,Reducing packaging waste
40,35 - 44,Established Professionals,Male,Less than once a month,Home and Kitchen;Others,No,Few times a week,Keyword,Multiple pages,Moderately important ,No,Often,Found a better price elsewhere,Often,No,Moderately,No,Often,No,Mostly accurate,Satisfied,Competitive prices,Product quality and accuracy
19,18 - 24,Young Adults,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Keyword,Multiple pages,Extremely important,Maybe,Often,Found a better price elsewhere,Often,Yes,Heavily,Yes,Very often,Yes,Highly accurate,Most satisfied,Wide product selection,Customer service responsiveness
43,35 - 44,Established Professionals,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,No,Rarely,Keyword,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,Very often,Sometimes,Moderately accurate,Satisfied,Wide product selection,Customer service responsiveness
22,18 - 24,Young Adults,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Others,Sometimes,Multiple times a day,Keyword,Multiple pages,Extremely important,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,Very often,Sometimes,Mostly accurate,Most satisfied,Competitive prices,Product quality and accuracy
34,25 - 34,Young Professionals,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,Sometimes,Multiple times a day,Keyword,Multiple pages,Extremely important,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Heavily,Sometimes,Very often,Yes,Highly accurate,Most satisfied,Competitive prices,Customer service responsiveness
31,25 - 34,Young Professionals,Female,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Categories,Multiple pages,Moderately important ,No,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,No,Often,No,Mostly accurate,Satisfied,Competitive prices,Shipping speed and reliability
26,25 - 34,Young Professionals,Female,Once a month,Clothing and Fashion,No,Few times a week,Categories,Multiple pages,Extremely important,Yes,Always,High shipping costs,Often,Yes,Moderately,Yes,Very often,Yes,Highly accurate,Neutral,User-friendly website/app interface,Product quality and accuracy
26,25 - 34,Young Professionals,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,Yes,Multiple times a day,Keyword,Multiple pages,Extremely important,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,Very often,Sometimes,Highly accurate,Most satisfied,Product recommendations,Customer service responsiveness
26,25 - 34,Young Professionals,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,No,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Rarely,Sometimes,Seldom,No,Slightly accurate,Neutral,Competitive prices,Customer service responsiveness
29,25 - 34,Young Professionals,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,Extremely important,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,Sometimes,Sometimes,Mostly accurate,Most satisfied,Product recommendations,Reducing packaging waste
31,25 - 34,Young Professionals,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,Yes,Few times a week,Keyword,Multiple pages,Extremely important,Maybe,Often,Found a better price elsewhere,Often,No,Heavily,Yes,Often,Sometimes,Moderately accurate,Most satisfied,Competitive prices,Customer service responsiveness
27,25 - 34,Young Professionals,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Categories,First page,Moderately important ,Yes,Always,Changed my mind or no longer need the item,Often,No,Moderately,Yes,Often,Yes,Mostly accurate,Satisfied,Product recommendations,Customer service responsiveness
23,18 - 24,Young Adults,Male,Once a month,Clothing and Fashion;Home and Kitchen;Others,Sometimes,Few times a month,Categories,First page,Moderately important ,No,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,No,Often,Yes,Highly accurate,Satisfied,Wide product selection,Product quality and accuracy
53,45 - 54,Midlife Adults,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,Yes,Few times a week,Keyword,Multiple pages,Very important,Yes,Often,Found a better price elsewhere,Often,No,Moderately,Sometimes,Very often,Sometimes,Mostly accurate,Most satisfied,Wide product selection,Customer service responsiveness
47,45 - 54,Midlife Adults,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,Yes,Multiple times a day,Keyword,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,Often,Sometimes,Moderately accurate,Satisfied,Competitive prices,Customer service responsiveness
39,35 - 44,Established Professionals,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,Yes,Few times a week,Keyword,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Rarely,Sometimes,Rarely,Sometimes,Moderately accurate,Satisfied,Competitive prices,Shipping speed and reliability
23,18 - 24,Young Adults,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Few times a month,Keyword,Multiple pages,Extremely important,Yes,Often,Found a better price elsewhere,Never,Yes,Moderately,Yes,Often,No,Mostly accurate,Most satisfied,User-friendly website/app interface,Shipping speed and reliability
34,25 - 34,Young Professionals,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Keyword,Multiple pages,Not important,Yes,Always,Changed my mind or no longer need the item,Always,Yes,Rarely,Sometimes,Rarely,Sometimes,Slightly accurate,Most satisfied,Competitive prices,Customer service responsiveness
26,25 - 34,Young Professionals,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;Others,No,Few times a week,Keyword,Multiple pages,Very important,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,Often,Sometimes,Mostly accurate,Satisfied,Competitive prices,Shipping speed and reliability
26,25 - 34,Young Professionals,Female,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Categories,Multiple pages,Slightly important,No,Rarely,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,Seldom,No,Mostly accurate,Satisfied,Wide product selection,Product quality and accuracy
34,25 - 34,Young Professionals,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,Sometimes,Few times a month,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,Often,Sometimes,Moderately accurate,Neutral,Product recommendations,Customer service responsiveness
18,18 - 24,Young Adults,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Keyword,Multiple pages,Moderately important ,Maybe,Often,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,Sometimes,Sometimes,Moderately accurate,Most satisfied,Wide product selection,Customer service responsiveness
40,35 - 44,Established Professionals,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a month,Others,Multiple pages,Moderately important ,No,Often,High shipping costs,Often,No,Moderately,Sometimes,Often,Yes,Mostly accurate,Satisfied,Product recommendations,Customer service responsiveness
42,35 - 44,Established Professionals,Female,Few times a month,Clothing and Fashion;Home and Kitchen;Others,No,Few times a week,Keyword,First page,Moderately important ,Maybe,Often,Changed my mind or no longer need the item,Rarely,No,Occasionally,No,Sometimes,Sometimes,Slightly accurate,Satisfied,Product recommendations,Customer service responsiveness
37,35 - 44,Established Professionals,Male,Once a month,Clothing and Fashion;Home and Kitchen;Others,No,Few times a week,Filter,First page,Moderately important ,Yes,Often,Found a better price elsewhere,Sometimes,No,Occasionally,No,Often,Sometimes,Mostly accurate,Satisfied,Wide product selection,Customer service responsiveness
46,45 - 54,Midlife Adults,Male,Less than once a month,Home and Kitchen;Others,Sometimes,Rarely,Others,First page,Slightly important,Maybe,Never,Others,Rarely,No,Rarely,Sometimes,Seldom,Sometimes,Slightly accurate,Dissatisfied,Product recommendations,Product quality and accuracy
46,45 - 54,Midlife Adults,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,First page,Very important,Maybe,Sometimes,Found a better price elsewhere,Often,No,Moderately,Sometimes,Often,No,Mostly accurate,Satisfied,Competitive prices,Shipping speed and reliability
35,35 - 44,Established Professionals,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,Keyword,Multiple pages,Very important,No,Sometimes,High shipping costs,Often,No,Moderately,Sometimes,Often,No,Mostly accurate,Satisfied,Product recommendations,Customer service responsiveness
36,35 - 44,Established Professionals,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Filter,Multiple pages,Very important,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,No,Often,Sometimes,Mostly accurate,Most satisfied,Wide product selection,Reducing packaging waste
15,< 18,Minors,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Keyword,Multiple pages,Moderately important ,No,Often,High shipping costs,Often,No,Moderately,No,Very often,Yes,Mostly accurate,Satisfied,Wide product selection,Product quality and accuracy
34,25 - 34,Young Professionals,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,Categories,Multiple pages,Very important,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,Often,No,Highly accurate,Most satisfied,User-friendly website/app interface,Product quality and accuracy
34,25 - 34,Young Professionals,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,Yes,Few times a month,Keyword,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Often,No,Occasionally,Sometimes,Very often,Sometimes,Moderately accurate,Most satisfied,Competitive prices,Customer service responsiveness
47,45 - 54,Midlife Adults,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,No,Multiple times a day,Categories,Multiple pages,Extremely important,Maybe,Sometimes,Found a better price elsewhere,Often,No,Moderately,No,Often,No,Moderately accurate,Satisfied,Wide product selection,Shipping speed and reliability
25,25 - 34,Young Professionals,Female,Few times a month,Clothing and Fashion;Home and Kitchen;Others,Yes,Few times a week,Filter,Multiple pages,Moderately important ,Yes,Often,Found a better price elsewhere,Sometimes,No,Occasionally,No,Often,No,Slightly accurate,Neutral,Product recommendations,Shipping speed and reliability
36,35 - 44,Established Professionals,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few times a month,Categories,First page,Moderately important ,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Rarely,Sometimes,Often,Yes,Mostly accurate,Most satisfied,Product recommendations,Customer service responsiveness
46,45 - 54,Midlife Adults,Male,Few times a month,Clothing and Fashion;Home and Kitchen,No,Few times a month,Filter,Multiple pages,Moderately important ,No,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,Very often,Sometimes,Moderately accurate,Satisfied,Product recommendations,Reducing packaging waste
27,25 - 34,Young Professionals,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Keyword,Multiple pages,Extremely important,Yes,Often,Found a better price elsewhere,Often,Yes,Heavily,Yes,Very often,No,Not accurate,Most satisfied,Competitive prices,Customer service responsiveness
25,25 - 34,Young Professionals,Male,Few times a month,Clothing and Fashion;Home and Kitchen,No,Few times a month,Filter,First page,Very important,No,Often,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,Often,Sometimes,Moderately accurate,Most satisfied,Wide product selection,Product quality and accuracy
43,35 - 44,Established Professionals,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,Extremely important,Yes,Always,Found a better price elsewhere,Sometimes,No,Occasionally,No,Often,Sometimes,Not accurate,Satisfied,Wide product selection,Customer service responsiveness
18,18 - 24,Young Adults,Male,Once a week,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Categories,Multiple pages,Very important,No,Often,Others,Often,No,Moderately,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Reducing packaging waste
45,45 - 54,Midlife Adults,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,Categories,First page,Moderately important ,Maybe,Never,High shipping costs,Sometimes,No,Occasionally,No,Sometimes,No,Mostly accurate,Neutral,Product recommendations,Reducing packaging waste
45,45 - 54,Midlife Adults,Male,Less than once a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Filter,Multiple pages,Very important,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,Often,No,Mostly accurate,Neutral,Product recommendations,Customer service responsiveness
32,25 - 34,Young Professionals,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,Sometimes,Few times a week,Filter,Multiple pages,Very important,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,Often,No,Moderately accurate,Satisfied,Product recommendations,Customer service responsiveness
42,35 - 44,Established Professionals,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,Sometimes,Few times a month,Keyword,Multiple pages,Extremely important,Maybe,Always,High shipping costs,Often,Yes,Moderately,Yes,Very often,No,Mostly accurate,Satisfied,Wide product selection,Customer service responsiveness
35,35 - 44,Established Professionals,Female,Multiple times a week,Clothing and Fashion;Home and Kitchen,No,Few times a month,Categories,First page,Slightly important,Maybe,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,Sometimes,Sometimes,No,Moderately accurate,Dissatisfied,Product recommendations,Customer service responsiveness
35,35 - 44,Established Professionals,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;Others,No,Few times a month,Others,First page,Slightly important,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,Seldom,Sometimes,Slightly accurate,Neutral,Competitive prices,Customer service responsiveness
52,45 - 54,Midlife Adults,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Others,Yes,Few times a week,Keyword,Multiple pages,Very important,Maybe,Always,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,Sometimes,Sometimes,Highly accurate,Most satisfied,User-friendly website/app interface,Shipping speed and reliability
24,18 - 24,Young Adults,Female,Less than once a month,Home and Kitchen,No,Rarely,Categories,Multiple pages,Extremely important,Yes,Sometimes,Found a better price elsewhere,Rarely,Yes,Heavily,Yes,Seldom,Yes,Highly accurate,Neutral,Competitive prices,Product quality and accuracy
28,25 - 34,Young Professionals,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,First page,Very important,Yes,Often,Found a better price elsewhere,Sometimes,No,Moderately,Yes,Often,No,Moderately accurate,Satisfied,Wide product selection,Product quality and accuracy
33,25 - 34,Young Professionals,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Keyword,Multiple pages,Very important,Yes,Often,Found a better price elsewhere,Sometimes,No,Moderately,Yes,Often,Yes,Mostly accurate,Satisfied,User-friendly website/app interface,Product quality and accuracy
23,18 - 24,Young Adults,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Keyword,Multiple pages,Moderately important ,Maybe,Rarely,Changed my mind or no longer need the item,Never,Yes,Moderately,Sometimes,Seldom,Sometimes,Not accurate,Least satisfied,Wide product selection,Product quality and accuracy
21,18 - 24,Young Adults,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a month,Keyword,Multiple pages,Very important,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Yes,Very often,Yes,Mostly accurate,Satisfied,User-friendly website/app interface,Product quality and accuracy
34,25 - 34,Young Professionals,Female,Few times a month,Home and Kitchen,No,Few times a month,Categories,First page,Moderately important ,No,Always,Found a better price elsewhere,Sometimes,No,Occasionally,No,Very often,No,Moderately accurate,Neutral,Product recommendations,Reducing packaging waste
34,25 - 34,Young Professionals,Female,Once a week,Home and Kitchen,No,Few times a week,Filter,Multiple pages,Moderately important ,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,Often,Sometimes,Mostly accurate,Satisfied,Competitive prices,Reducing packaging waste
25,25 - 34,Young Professionals,Female,Less than once a month,Others,Sometimes,Rarely,Categories,First page,Moderately important ,Maybe,Rarely,Found a better price elsewhere,Never,No,Never,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Shipping speed and reliability
32,25 - 34,Young Professionals,Male,Less than once a month,Others,Sometimes,Rarely,Categories,First page,Extremely important,No,Always,Changed my mind or no longer need the item,Never,No,Moderately,Yes,Often,Sometimes,Mostly accurate,Satisfied,Wide product selection,Customer service responsiveness
24,18 - 24,Young Adults,Female,Few times a month,Home and Kitchen,Yes,Few times a week,Keyword,First page,Extremely important,Yes,Often,Others,Sometimes,Yes,Heavily,Yes,Often,Yes,Mostly accurate,Satisfied,Wide product selection,Product quality and accuracy
34,25 - 34,Young Professionals,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a month,Categories,Multiple pages,Moderately important ,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Never,Sometimes,Rarely,No,Highly accurate,Neutral,Product recommendations,Reducing packaging waste
44,35 - 44,Established Professionals,Male,Once a week,Beauty and Personal Care,Sometimes,Few times a week,Categories,First page,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Reducing packaging waste
23,18 - 24,Young Adults,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,Very important,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Sometimes,Often,No,Mostly accurate,Most satisfied,Wide product selection,Customer service responsiveness
23,18 - 24,Young Adults,Female,Few times a month,Clothing and Fashion,Sometimes,Rarely,Categories,First page,Moderately important ,No,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,No,Sometimes,No,Slightly accurate,Satisfied,Product recommendations,Customer service responsiveness
34,25 - 34,Young Professionals,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a month,Keyword,Multiple pages,Slightly important,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,Sometimes,No,Mostly accurate,Satisfied,Product recommendations,Reducing packaging waste
23,18 - 24,Young Adults,Female,Once a week,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Filter,First page,Moderately important ,No,Often,Found a better price elsewhere,Often,Yes,Occasionally,No,Sometimes,Yes,Highly accurate,Dissatisfied,Competitive prices,Reducing packaging waste
36,35 - 44,Established Professionals,Female,Once a month,Home and Kitchen,No,Few times a week,Categories,Multiple pages,Moderately important ,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,Sometimes,Yes,Moderately accurate,Satisfied,User-friendly website/app interface,Product quality and accuracy
24,18 - 24,Young Adults,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,Sometimes,Multiple times a day,Keyword,Multiple pages,Very important,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,Sometimes,No,Moderately accurate,Neutral,Competitive prices,Customer service responsiveness
21,18 - 24,Young Adults,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;Others,No,Few times a week,Filter,Multiple pages,Slightly important,Yes,Often,High shipping costs,Always,Yes,Heavily,Yes,Sometimes,Yes,Moderately accurate,Neutral,Product recommendations,Reducing packaging waste
21,18 - 24,Young Adults,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Categories,Multiple pages,Moderately important ,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,Often,Yes,Mostly accurate,Satisfied,Competitive prices,Customer service responsiveness
45,45 - 54,Midlife Adults,Male,Once a month,Clothing and Fashion,Sometimes,Multiple times a day,Keyword,Multiple pages,Moderately important ,Maybe,Always,Found a better price elsewhere,Often,Yes,Occasionally,Yes,Often,No,Moderately accurate,Satisfied,Competitive prices,Product quality and accuracy
21,18 - 24,Young Adults,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a month,Filter,Multiple pages,Very important,Maybe,Often,Found a better price elsewhere,Often,No,Occasionally,No,Often,Sometimes,Mostly accurate,Satisfied,Competitive prices,Customer service responsiveness
23,18 - 24,Young Adults,Female,Once a week,Clothing and Fashion,Yes,Few times a week,Categories,First page,Moderately important ,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,Often,Sometimes,Mostly accurate,Satisfied,Product recommendations,Reducing packaging waste
21,18 - 24,Young Adults,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Few times a month,Keyword,First page,Very important,No,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Yes,Sometimes,Sometimes,Highly accurate,Most satisfied,Product recommendations,Reducing packaging waste
34,25 - 34,Young Professionals,Female,Once a month,Clothing and Fashion,Sometimes,Few times a week,Categories,Multiple pages,Very important,Maybe,Often,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,Often,No,Moderately accurate,Neutral,Product recommendations,Reducing packaging waste
21,18 - 24,Young Adults,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Sometimes,Often,Sometimes,Moderately accurate,Neutral,Product recommendations,Reducing packaging waste
23,18 - 24,Young Adults,Female,Once a week,Clothing and Fashion,Sometimes,Few times a month,Filter,Multiple pages,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,Often,No,Slightly accurate,Neutral,Product recommendations,Customer service responsiveness
21,18 - 24,Young Adults,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Others,Sometimes,Few times a month,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,Sometimes,Sometimes,Moderately accurate,Dissatisfied,Product recommendations,Reducing packaging waste
32,25 - 34,Young Professionals,Female,Once a month,Others,Sometimes,Few times a month,Others,First page,Very important,No,Rarely,Others,Rarely,Yes,Moderately,No,Sometimes,No,Moderately accurate,Neutral,Product recommendations,Customer service responsiveness
37,35 - 44,Established Professionals,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,Filter,Multiple pages,Very important,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,Often,Sometimes,Mostly accurate,Most satisfied,Product recommendations,Reducing packaging waste
23,18 - 24,Young Adults,Female,Once a week,Clothing and Fashion,No,Few times a month,Categories,Multiple pages,Very important,Yes,Often,Found a better price elsewhere,Often,No,Occasionally,Yes,Very often,Sometimes,Slightly accurate,Satisfied,Product recommendations,Reducing packaging waste
35,35 - 44,Established Professionals,Female,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Categories,Multiple pages,Slightly important,Maybe,Rarely,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,Often,Sometimes,Moderately accurate,Satisfied,Product recommendations,Reducing packaging waste
44,35 - 44,Established Professionals,Female,Once a week,Clothing and Fashion,Sometimes,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,Sometimes,Sometimes,Slightly accurate,Dissatisfied,Product recommendations,Reducing packaging waste
34,25 - 34,Young Professionals,Male,Once a week,Clothing and Fashion,Sometimes,Few times a month,Categories,Multiple pages,Slightly important,Maybe,Often,Others,Often,No,Moderately,Sometimes,Often,Sometimes,Moderately accurate,Satisfied,Competitive prices,Reducing packaging waste
34,25 - 34,Young Professionals,Female,Few times a month,Others,No,Few times a month,Categories,First page,Very important,Maybe,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,No,Very often,No,Moderately accurate,Most satisfied,Competitive prices,Customer service responsiveness
34,25 - 34,Young Professionals,Female,Few times a month,Clothing and Fashion,No,Few times a week,Filter,Multiple pages,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Sometimes,Often,Sometimes,Mostly accurate,Most satisfied,Competitive prices,Reducing packaging waste
23,18 - 24,Young Adults,Female,Multiple times a week,Beauty and Personal Care,No,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,Sometimes,Sometimes,Moderately accurate,Satisfied,Competitive prices,Product quality and accuracy
33,25 - 34,Young Professionals,Female,Few times a month,Clothing and Fashion,Yes,Multiple times a day,Categories,Multiple pages,Slightly important,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,Sometimes,Sometimes,Moderately accurate,Most satisfied,Wide product selection,Customer service responsiveness
23,18 - 24,Young Adults,Female,Few times a month,Clothing and Fashion,Sometimes,Rarely,Others,First page,Moderately important ,Maybe,Rarely,Others,Never,No,Rarely,Sometimes,Sometimes,No,Moderately accurate,Neutral,Competitive prices,Reducing packaging waste
34,25 - 34,Young Professionals,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a month,Filter,Multiple pages,Moderately important ,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,Very often,Sometimes,Moderately accurate,Satisfied,Competitive prices,Reducing packaging waste
23,18 - 24,Young Adults,Female,Few times a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,Filter,Multiple pages,Very important,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,Sometimes,Sometimes,Moderately accurate,Dissatisfied,Product recommendations,Reducing packaging waste
23,18 - 24,Young Adults,Female,Few times a month,Clothing and Fashion,Yes,Multiple times a day,Keyword,Multiple pages,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Heavily,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Reducing packaging waste
23,18 - 24,Young Adults,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a month,Categories,Multiple pages,Very important,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,Often,Sometimes,Slightly accurate,Neutral,Product recommendations,Reducing packaging waste
